,product_cd,category_major_cd,category_medium_cd,category_small_cd,unit_price,unit_cost,category_major_name,category_medium_name,category_small_name
1489,P060801119,06,608,60801,225.0,160.0,パン・乳製品,冷菓,パーソナルアイス
1490,P060801120,06,608,60801,285.0,200.0,パン・乳製品,冷菓,パーソナルアイス
1491,P060801121,06,608,60801,315.0,241.0,パン・乳製品,冷菓,パーソナルアイス
1492,P060801122,06,608,60801,342.0,241.0,パン・乳製品,冷菓,パーソナルアイス
1493,P060801123,06,608,60801,342.0,266.0,パン・乳製品,冷菓,パーソナルアイス
1494,P060801124,06,608,60801,342.0,246.0,パン・乳製品,冷菓,パーソナルアイス
1495,P060801125,06,608,60801,342.0,260.0,パン・乳製品,冷菓,パーソナルアイス
1496,P060801126,06,608,60801,342.0,257.0,パン・乳製品,冷菓,パーソナルアイス
1497,P060801127,06,608,60801,350.0,257.0,パン・乳製品,冷菓,パーソナルアイス
1498,P060801128,06,608,60801,450.0,331.0,パン・乳製品,冷菓,パーソナルアイス
1499,P060801129,06,608,60801,450.0,331.0,パン・乳製品,冷菓,パーソナルアイス
1500,P060801130,06,608,60801,450.0,337.0,パン・乳製品,冷菓,パーソナルアイス
1501,P060801131,06,608,60801,450.0,336.0,パン・乳製品,冷菓,パーソナルアイス
1502,P060801132,06,608,60801,450.0,356.0,パン・乳製品,冷菓,パーソナルアイス
1503,P060801133,06,608,60801,495.0,351.0,パン・乳製品,冷菓,パーソナルアイス
1504,P060801134,06,608,60801,495.0,363.0,パン・乳製品,冷菓,パーソナルアイス
1505,P060801135,06,608,60801,540.0,420.0,パン・乳製品,冷菓,パーソナルアイス
1506,P060802001,06,608,60802,270.0,195.0,パン・乳製品,冷菓,プレミアムアイス
1507,P060802002,06,608,60802,270.0,195.0,パン・乳製品,冷菓,プレミアムアイス
1508,P060802003,06,608,60802,270.0,200.0,パン・乳製品,冷菓,プレミアムアイス
1509,P060802004,06,608,60802,270.0,210.0,パン・乳製品,冷菓,プレミアムアイス
1510,P060802005,06,608,60802,270.0,195.0,パン・乳製品,冷菓,プレミアムアイス
1511,P060802006,06,608,60802,270.0,200.0,パン・乳製品,冷菓,プレミアムアイス
1512,P060802007,06,608,60802,270.0,201.0,パン・乳製品,冷菓,プレミアムアイス
1513,P060802008,06,608,60802,270.0,206.0,パン・乳製品,冷菓,プレミアムアイス
1514,P060802009,06,608,60802,270.0,205.0,パン・乳製品,冷菓,プレミアムアイス
1515,P060802010,06,608,60802,270.0,200.0,パン・乳製品,冷菓,プレミアムアイス
1516,P060802011,06,608,60802,270.0,205.0,パン・乳製品,冷菓,プレミアムアイス
1517,P060802012,06,608,60802,270.0,191.0,パン・乳製品,冷菓,プレミアムアイス
1518,P060802013,06,608,60802,270.0,213.0,パン・乳製品,冷菓,プレミアムアイス
1519,P060802014,06,608,60802,270.0,192.0,パン・乳製品,冷菓,プレミアムアイス
1520,P060802015,06,608,60802,270.0,195.0,パン・乳製品,冷菓,プレミアムアイス
1521,P060802016,06,608,60802,270.0,210.0,パン・乳製品,冷菓,プレミアムアイス
1522,P060802017,06,608,60802,270.0,190.0,パン・乳製品,冷菓,プレミアムアイス
1523,P060802018,06,608,60802,270.0,196.0,パン・乳製品,冷菓,プレミアムアイス
1524,P060802019,06,608,60802,270.0,213.0,パン・乳製品,冷菓,プレミアムアイス
1525,P060802020,06,608,60802,270.0,199.0,パン・乳製品,冷菓,プレミアムアイス
1526,P060802021,06,608,60802,270.0,209.0,パン・乳製品,冷菓,プレミアムアイス
1527,P060802022,06,608,60802,270.0,200.0,パン・乳製品,冷菓,プレミアムアイス
1528,P060802023,06,608,60802,270.0,206.0,パン・乳製品,冷菓,プレミアムアイス
1529,P060802024,06,608,60802,270.0,216.0,パン・乳製品,冷菓,プレミアムアイス
1530,P060802025,06,608,60802,270.0,205.0,パン・乳製品,冷菓,プレミアムアイス
1531,P060802026,06,608,60802,,,パン・乳製品,冷菓,プレミアムアイス
1532,P060803001,06,608,60803,342.0,242.0,パン・乳製品,冷菓,ファミリーアイス
1533,P060803002,06,608,60803,342.0,247.0,パン・乳製品,冷菓,ファミリーアイス
1534,P060804001,06,608,60804,450.0,359.0,パン・乳製品,冷菓,アイス徳用パック
1535,P060804002,06,608,60804,450.0,347.0,パン・乳製品,冷菓,アイス徳用パック
1536,P060804003,06,608,60804,450.0,331.0,パン・乳製品,冷菓,アイス徳用パック
1537,P060804004,06,608,60804,450.0,355.0,パン・乳製品,冷菓,アイス徳用パック
1538,P060804005,06,608,60804,450.0,340.0,パン・乳製品,冷菓,アイス徳用パック
1539,P060804006,06,608,60804,450.0,317.0,パン・乳製品,冷菓,アイス徳用パック
1540,P060804007,06,608,60804,450.0,357.0,パン・乳製品,冷菓,アイス徳用パック
1541,P060804008,06,608,60804,450.0,335.0,パン・乳製品,冷菓,アイス徳用パック
1542,P060805001,06,608,60805,495.0,355.0,パン・乳製品,冷菓,業務用アイス
1543,P060806001,06,608,60806,54.0,41.0,パン・乳製品,冷菓,その他冷菓
1544,P060806002,06,608,60806,54.0,41.0,パン・乳製品,冷菓,その他冷菓
1545,P060806003,06,608,60806,54.0,38.0,パン・乳製品,冷菓,その他冷菓
1546,P060806004,06,608,60806,54.0,38.0,パン・乳製品,冷菓,その他冷菓
1547,P060806005,06,608,60806,54.0,40.0,パン・乳製品,冷菓,その他冷菓
1548,P060806006,06,608,60806,54.0,38.0,パン・乳製品,冷菓,その他冷菓
1549,P060806007,06,608,60806,54.0,41.0,パン・乳製品,冷菓,その他冷菓
1550,P060806008,06,608,60806,54.0,42.0,パン・乳製品,冷菓,その他冷菓
1551,P060806009,06,608,60806,54.0,38.0,パン・乳製品,冷菓,その他冷菓
1552,P060806010,06,608,60806,54.0,39.0,パン・乳製品,冷菓,その他冷菓
1553,P060806011,06,608,60806,54.0,39.0,パン・乳製品,冷菓,その他冷菓
1554,P060806012,06,608,60806,54.0,43.0,パン・乳製品,冷菓,その他冷菓
1555,P060806013,06,608,60806,54.0,42.0,パン・乳製品,冷菓,その他冷菓
1556,P060806014,06,608,60806,54.0,43.0,パン・乳製品,冷菓,その他冷菓
1557,P060806015,06,608,60806,54.0,43.0,パン・乳製品,冷菓,その他冷菓
1558,P060806016,06,608,60806,54.0,41.0,パン・乳製品,冷菓,その他冷菓
1559,P060806017,06,608,60806,54.0,40.0,パン・乳製品,冷菓,その他冷菓
1560,P060806018,06,608,60806,108.0,78.0,パン・乳製品,冷菓,その他冷菓
1561,P060806019,06,608,60806,117.0,94.0,パン・乳製品,冷菓,その他冷菓
1562,P060806020,06,608,60806,135.0,101.0,パン・乳製品,冷菓,その他冷菓
1563,P060806021,06,608,60806,135.0,102.0,パン・乳製品,冷菓,その他冷菓
1564,P060806022,06,608,60806,135.0,106.0,パン・乳製品,冷菓,その他冷菓
1565,P060806023,06,608,60806,135.0,102.0,パン・乳製品,冷菓,その他冷菓
1566,P060806024,06,608,60806,135.0,101.0,パン・乳製品,冷菓,その他冷菓
1567,P060806025,06,608,60806,135.0,108.0,パン・乳製品,冷菓,その他冷菓
1568,P060806026,06,608,60806,180.0,142.0,パン・乳製品,冷菓,その他冷菓
1569,P060806027,06,608,60806,180.0,127.0,パン・乳製品,冷菓,その他冷菓
1570,P060806028,06,608,60806,180.0,137.0,パン・乳製品,冷菓,その他冷菓
1571,P060806029,06,608,60806,225.0,175.0,パン・乳製品,冷菓,その他冷菓
1572,P060806030,06,608,60806,225.0,175.0,パン・乳製品,冷菓,その他冷菓
1573,P060806031,06,608,60806,225.0,179.0,パン・乳製品,冷菓,その他冷菓
1574,P060806032,06,608,60806,225.0,166.0,パン・乳製品,冷菓,その他冷菓
1575,P060806033,06,608,60806,225.0,160.0,パン・乳製品,冷菓,その他冷菓
1576,P060806034,06,608,60806,225.0,171.0,パン・乳製品,冷菓,その他冷菓
1577,P060806035,06,608,60806,225.0,171.0,パン・乳製品,冷菓,その他冷菓
1578,P060806036,06,608,60806,225.0,164.0,パン・乳製品,冷菓,その他冷菓
1579,P060806037,06,608,60806,225.0,163.0,パン・乳製品,冷菓,その他冷菓
1580,P060806038,06,608,60806,225.0,175.0,パン・乳製品,冷菓,その他冷菓
1581,P060806039,06,608,60806,225.0,160.0,パン・乳製品,冷菓,その他冷菓
1582,P060806040,06,608,60806,225.0,179.0,パン・乳製品,冷菓,その他冷菓
1583,P060806041,06,608,60806,225.0,165.0,パン・乳製品,冷菓,その他冷菓
1584,P060806042,06,608,60806,225.0,166.0,パン・乳製品,冷菓,その他冷菓
1585,P060806043,06,608,60806,225.0,167.0,パン・乳製品,冷菓,その他冷菓
1586,P060806044,06,608,60806,225.0,166.0,パン・乳製品,冷菓,その他冷菓
1587,P060806045,06,608,60806,225.0,178.0,パン・乳製品,冷菓,その他冷菓
1588,P060806046,06,608,60806,225.0,165.0,パン・乳製品,冷菓,その他冷菓
1589,P060806047,06,608,60806,225.0,168.0,パン・乳製品,冷菓,その他冷菓
1590,P060806048,06,608,60806,225.0,159.0,パン・乳製品,冷菓,その他冷菓
1591,P060806049,06,608,60806,225.0,164.0,パン・乳製品,冷菓,その他冷菓
1592,P060806050,06,608,60806,225.0,179.0,パン・乳製品,冷菓,その他冷菓
1593,P060806051,06,608,60806,225.0,172.0,パン・乳製品,冷菓,その他冷菓
1594,P060806052,06,608,60806,225.0,161.0,パン・乳製品,冷菓,その他冷菓
1595,P060806053,06,608,60806,225.0,179.0,パン・乳製品,冷菓,その他冷菓
1596,P060806054,06,608,60806,225.0,164.0,パン・乳製品,冷菓,その他冷菓
1597,P060806055,06,608,60806,225.0,175.0,パン・乳製品,冷菓,その他冷菓
1598,P060806056,06,608,60806,250.0,177.0,パン・乳製品,冷菓,その他冷菓
1599,P060806057,06,608,60806,315.0,225.0,パン・乳製品,冷菓,その他冷菓
1600,P060806058,06,608,60806,315.0,227.0,パン・乳製品,冷菓,その他冷菓
1601,P060806059,06,608,60806,350.0,270.0,パン・乳製品,冷菓,その他冷菓
1602,P060806060,06,608,60806,350.0,267.0,パン・乳製品,冷菓,その他冷菓
1603,P060806061,06,608,60806,423.0,296.0,パン・乳製品,冷菓,その他冷菓
1604,P060806062,06,608,60806,540.0,426.0,パン・乳製品,冷菓,その他冷菓
1605,P060806063,06,608,60806,540.0,428.0,パン・乳製品,冷菓,その他冷菓
1606,P060806064,06,608,60806,630.0,487.0,パン・乳製品,冷菓,その他冷菓
1607,P060806065,06,608,60806,700.0,522.0,パン・乳製品,冷菓,その他冷菓
1608,P060806066,06,608,60806,700.0,521.0,パン・乳製品,冷菓,その他冷菓
1609,P070101001,07,701,70101,38.0,29.0,瓶詰缶詰,農産乾物,粉類
1610,P070101002,07,701,70101,45.0,34.0,瓶詰缶詰,農産乾物,粉類
1611,P070101003,07,701,70101,48.0,36.0,瓶詰缶詰,農産乾物,粉類
1612,P070101004,07,701,70101,55.0,41.0,瓶詰缶詰,農産乾物,粉類
1613,P070101005,07,701,70101,70.0,53.0,瓶詰缶詰,農産乾物,粉類
1614,P070101006,07,701,70101,75.0,56.0,瓶詰缶詰,農産乾物,粉類
1615,P070101007,07,701,70101,75.0,56.0,瓶詰缶詰,農産乾物,粉類
1616,P070101008,07,701,70101,78.0,59.0,瓶詰缶詰,農産乾物,粉類
1617,P070101009,07,701,70101,78.0,59.0,瓶詰缶詰,農産乾物,粉類
1618,P070101010,07,701,70101,80.0,60.0,瓶詰缶詰,農産乾物,粉類
1619,P070101011,07,701,70101,83.0,62.0,瓶詰缶詰,農産乾物,粉類
1620,P070101012,07,701,70101,85.0,64.0,瓶詰缶詰,農産乾物,粉類
1621,P070101013,07,701,70101,85.0,64.0,瓶詰缶詰,農産乾物,粉類
1622,P070101014,07,701,70101,85.0,64.0,瓶詰缶詰,農産乾物,粉類
1623,P070101015,07,701,70101,88.0,66.0,瓶詰缶詰,農産乾物,粉類
1624,P070101016,07,701,70101,88.0,66.0,瓶詰缶詰,農産乾物,粉類
1625,P070101017,07,701,70101,98.0,74.0,瓶詰缶詰,農産乾物,粉類
1626,P070101018,07,701,70101,98.0,74.0,瓶詰缶詰,農産乾物,粉類
1627,P070101019,07,701,70101,98.0,74.0,瓶詰缶詰,農産乾物,粉類
1628,P070101020,07,701,70101,98.0,74.0,瓶詰缶詰,農産乾物,粉類
1629,P070101021,07,701,70101,105.0,79.0,瓶詰缶詰,農産乾物,粉類
1630,P070101022,07,701,70101,105.0,79.0,瓶詰缶詰,農産乾物,粉類
1631,P070101023,07,701,70101,108.0,81.0,瓶詰缶詰,農産乾物,粉類
1632,P070101024,07,701,70101,108.0,81.0,瓶詰缶詰,農産乾物,粉類
1633,P070101025,07,701,70101,108.0,81.0,瓶詰缶詰,農産乾物,粉類
1634,P070101026,07,701,70101,108.0,81.0,瓶詰缶詰,農産乾物,粉類
1635,P070101027,07,701,70101,113.0,85.0,瓶詰缶詰,農産乾物,粉類
1636,P070101028,07,701,70101,118.0,89.0,瓶詰缶詰,農産乾物,粉類
1637,P070101029,07,701,70101,118.0,89.0,瓶詰缶詰,農産乾物,粉類
1638,P070101030,07,701,70101,118.0,89.0,瓶詰缶詰,農産乾物,粉類
1639,P070101031,07,701,70101,118.0,89.0,瓶詰缶詰,農産乾物,粉類
1640,P070101032,07,701,70101,118.0,89.0,瓶詰缶詰,農産乾物,粉類
1641,P070101033,07,701,70101,123.0,92.0,瓶詰缶詰,農産乾物,粉類
1642,P070101034,07,701,70101,123.0,92.0,瓶詰缶詰,農産乾物,粉類
1643,P070101035,07,701,70101,123.0,92.0,瓶詰缶詰,農産乾物,粉類
1644,P070101036,07,701,70101,123.0,92.0,瓶詰缶詰,農産乾物,粉類
1645,P070101037,07,701,70101,123.0,92.0,瓶詰缶詰,農産乾物,粉類
1646,P070101038,07,701,70101,125.0,94.0,瓶詰缶詰,農産乾物,粉類
1647,P070101039,07,701,70101,125.0,94.0,瓶詰缶詰,農産乾物,粉類
1648,P070101040,07,701,70101,125.0,94.0,瓶詰缶詰,農産乾物,粉類
1649,P070101041,07,701,70101,128.0,96.0,瓶詰缶詰,農産乾物,粉類
1650,P070101042,07,701,70101,128.0,96.0,瓶詰缶詰,農産乾物,粉類
1651,P070101043,07,701,70101,128.0,96.0,瓶詰缶詰,農産乾物,粉類
1652,P070101044,07,701,70101,128.0,96.0,瓶詰缶詰,農産乾物,粉類
1653,P070101045,07,701,70101,128.0,96.0,瓶詰缶詰,農産乾物,粉類
1654,P070101046,07,701,70101,128.0,96.0,瓶詰缶詰,農産乾物,粉類
1655,P070101047,07,701,70101,128.0,96.0,瓶詰缶詰,農産乾物,粉類
1656,P070101048,07,701,70101,133.0,100.0,瓶詰缶詰,農産乾物,粉類
1657,P070101049,07,701,70101,135.0,101.0,瓶詰缶詰,農産乾物,粉類
1658,P070101050,07,701,70101,138.0,104.0,瓶詰缶詰,農産乾物,粉類
1659,P070101051,07,701,70101,138.0,104.0,瓶詰缶詰,農産乾物,粉類
1660,P070101052,07,701,70101,138.0,104.0,瓶詰缶詰,農産乾物,粉類
1661,P070101053,07,701,70101,140.0,105.0,瓶詰缶詰,農産乾物,粉類
1662,P070101054,07,701,70101,142.0,107.0,瓶詰缶詰,農産乾物,粉類
1663,P070101055,07,701,70101,145.0,109.0,瓶詰缶詰,農産乾物,粉類
1664,P070101056,07,701,70101,145.0,109.0,瓶詰缶詰,農産乾物,粉類
1665,P070101057,07,701,70101,148.0,111.0,瓶詰缶詰,農産乾物,粉類
1666,P070101058,07,701,70101,148.0,111.0,瓶詰缶詰,農産乾物,粉類
1667,P070101059,07,701,70101,148.0,111.0,瓶詰缶詰,農産乾物,粉類
1668,P070101060,07,701,70101,148.0,111.0,瓶詰缶詰,農産乾物,粉類
1669,P070101061,07,701,70101,148.0,111.0,瓶詰缶詰,農産乾物,粉類
1670,P070101062,07,701,70101,148.0,111.0,瓶詰缶詰,農産乾物,粉類
1671,P070101063,07,701,70101,148.0,111.0,瓶詰缶詰,農産乾物,粉類
1672,P070101064,07,701,70101,148.0,111.0,瓶詰缶詰,農産乾物,粉類
1673,P070101065,07,701,70101,158.0,119.0,瓶詰缶詰,農産乾物,粉類
1674,P070101066,07,701,70101,158.0,119.0,瓶詰缶詰,農産乾物,粉類
1675,P070101067,07,701,70101,158.0,119.0,瓶詰缶詰,農産乾物,粉類
1676,P070101068,07,701,70101,158.0,119.0,瓶詰缶詰,農産乾物,粉類
1677,P070101069,07,701,70101,158.0,119.0,瓶詰缶詰,農産乾物,粉類
1678,P070101070,07,701,70101,165.0,124.0,瓶詰缶詰,農産乾物,粉類
1679,P070101071,07,701,70101,172.0,129.0,瓶詰缶詰,農産乾物,粉類
1680,P070101072,07,701,70101,175.0,131.0,瓶詰缶詰,農産乾物,粉類
1681,P070101073,07,701,70101,178.0,134.0,瓶詰缶詰,農産乾物,粉類
1682,P070101074,07,701,70101,178.0,134.0,瓶詰缶詰,農産乾物,粉類
1683,P070101075,07,701,70101,180.0,135.0,瓶詰缶詰,農産乾物,粉類
1684,P070101076,07,701,70101,185.0,139.0,瓶詰缶詰,農産乾物,粉類
1685,P070101077,07,701,70101,188.0,141.0,瓶詰缶詰,農産乾物,粉類
1686,P070101078,07,701,70101,188.0,141.0,瓶詰缶詰,農産乾物,粉類
1687,P070101079,07,701,70101,193.0,145.0,瓶詰缶詰,農産乾物,粉類
1688,P070101080,07,701,70101,195.0,146.0,瓶詰缶詰,農産乾物,粉類
1689,P070101081,07,701,70101,198.0,149.0,瓶詰缶詰,農産乾物,粉類
1690,P070101082,07,701,70101,198.0,149.0,瓶詰缶詰,農産乾物,粉類
1691,P070101083,07,701,70101,203.0,152.0,瓶詰缶詰,農産乾物,粉類
1692,P070101084,07,701,70101,208.0,156.0,瓶詰缶詰,農産乾物,粉類
1693,P070101085,07,701,70101,208.0,156.0,瓶詰缶詰,農産乾物,粉類
1694,P070101086,07,701,70101,218.0,164.0,瓶詰缶詰,農産乾物,粉類
1695,P070101087,07,701,70101,218.0,164.0,瓶詰缶詰,農産乾物,粉類
1696,P070101088,07,701,70101,218.0,164.0,瓶詰缶詰,農産乾物,粉類
1697,P070101089,07,701,70101,218.0,164.0,瓶詰缶詰,農産乾物,粉類
1698,P070101090,07,701,70101,218.0,164.0,瓶詰缶詰,農産乾物,粉類
1699,P070101091,07,701,70101,220.0,165.0,瓶詰缶詰,農産乾物,粉類
1700,P070101092,07,701,70101,228.0,171.0,瓶詰缶詰,農産乾物,粉類
1701,P070101093,07,701,70101,228.0,171.0,瓶詰缶詰,農産乾物,粉類
1702,P070101094,07,701,70101,228.0,171.0,瓶詰缶詰,農産乾物,粉類
1703,P070101095,07,701,70101,228.0,171.0,瓶詰缶詰,農産乾物,粉類
1704,P070101096,07,701,70101,235.0,176.0,瓶詰缶詰,農産乾物,粉類
1705,P070101097,07,701,70101,235.0,176.0,瓶詰缶詰,農産乾物,粉類
1706,P070101098,07,701,70101,238.0,179.0,瓶詰缶詰,農産乾物,粉類
1707,P070101099,07,701,70101,238.0,179.0,瓶詰缶詰,農産乾物,粉類
1708,P070101100,07,701,70101,238.0,179.0,瓶詰缶詰,農産乾物,粉類
1709,P070101101,07,701,70101,238.0,179.0,瓶詰缶詰,農産乾物,粉類
1710,P070101102,07,701,70101,248.0,186.0,瓶詰缶詰,農産乾物,粉類
1711,P070101103,07,701,70101,248.0,186.0,瓶詰缶詰,農産乾物,粉類
1712,P070101104,07,701,70101,255.0,191.0,瓶詰缶詰,農産乾物,粉類
1713,P070101105,07,701,70101,255.0,191.0,瓶詰缶詰,農産乾物,粉類
1714,P070101106,07,701,70101,258.0,194.0,瓶詰缶詰,農産乾物,粉類
1715,P070101107,07,701,70101,258.0,194.0,瓶詰缶詰,農産乾物,粉類
1716,P070101108,07,701,70101,258.0,194.0,瓶詰缶詰,農産乾物,粉類
1717,P070101109,07,701,70101,268.0,201.0,瓶詰缶詰,農産乾物,粉類
1718,P070101110,07,701,70101,268.0,201.0,瓶詰缶詰,農産乾物,粉類
1719,P070101111,07,701,70101,278.0,209.0,瓶詰缶詰,農産乾物,粉類
1720,P070101112,07,701,70101,278.0,209.0,瓶詰缶詰,農産乾物,粉類
1721,P070101113,07,701,70101,278.0,209.0,瓶詰缶詰,農産乾物,粉類
1722,P070101114,07,701,70101,298.0,224.0,瓶詰缶詰,農産乾物,粉類
1723,P070101115,07,701,70101,298.0,224.0,瓶詰缶詰,農産乾物,粉類
1724,P070101116,07,701,70101,318.0,239.0,瓶詰缶詰,農産乾物,粉類
1725,P070101117,07,701,70101,328.0,246.0,瓶詰缶詰,農産乾物,粉類
1726,P070101118,07,701,70101,338.0,254.0,瓶詰缶詰,農産乾物,粉類
1727,P070101119,07,701,70101,338.0,254.0,瓶詰缶詰,農産乾物,粉類
1728,P070101120,07,701,70101,348.0,261.0,瓶詰缶詰,農産乾物,粉類
1729,P070101121,07,701,70101,358.0,269.0,瓶詰缶詰,農産乾物,粉類
1730,P070101122,07,701,70101,378.0,284.0,瓶詰缶詰,農産乾物,粉類
1731,P070101123,07,701,70101,378.0,284.0,瓶詰缶詰,農産乾物,粉類
1732,P070101124,07,701,70101,378.0,284.0,瓶詰缶詰,農産乾物,粉類
1733,P070101125,07,701,70101,398.0,299.0,瓶詰缶詰,農産乾物,粉類
1734,P070101126,07,701,70101,398.0,299.0,瓶詰缶詰,農産乾物,粉類
1735,P070101127,07,701,70101,418.0,314.0,瓶詰缶詰,農産乾物,粉類
1736,P070101128,07,701,70101,438.0,329.0,瓶詰缶詰,農産乾物,粉類
1737,P070101129,07,701,70101,438.0,329.0,瓶詰缶詰,農産乾物,粉類
1738,P070101130,07,701,70101,458.0,344.0,瓶詰缶詰,農産乾物,粉類
1739,P070101131,07,701,70101,468.0,351.0,瓶詰缶詰,農産乾物,粉類
1740,P070101132,07,701,70101,498.0,374.0,瓶詰缶詰,農産乾物,粉類
1741,P070101133,07,701,70101,498.0,374.0,瓶詰缶詰,農産乾物,粉類
1742,P070101134,07,701,70101,868.0,651.0,瓶詰缶詰,農産乾物,粉類
1743,P070102001,07,701,70102,278.0,209.0,瓶詰缶詰,農産乾物,椎茸
1744,P070102002,07,701,70102,318.0,239.0,瓶詰缶詰,農産乾物,椎茸
1745,P070102003,07,701,70102,358.0,269.0,瓶詰缶詰,農産乾物,椎茸
1746,P070102004,07,701,70102,588.0,441.0,瓶詰缶詰,農産乾物,椎茸
1747,P070103001,07,701,70103,128.0,96.0,瓶詰缶詰,農産乾物,乾燥豆類
1748,P070103002,07,701,70103,168.0,126.0,瓶詰缶詰,農産乾物,乾燥豆類
1749,P070103003,07,701,70103,318.0,239.0,瓶詰缶詰,農産乾物,乾燥豆類
1750,P070103004,07,701,70103,328.0,246.0,瓶詰缶詰,農産乾物,乾燥豆類
1751,P070103005,07,701,70103,338.0,254.0,瓶詰缶詰,農産乾物,乾燥豆類
1752,P070103006,07,701,70103,358.0,269.0,瓶詰缶詰,農産乾物,乾燥豆類
1753,P070103007,07,701,70103,368.0,276.0,瓶詰缶詰,農産乾物,乾燥豆類
1754,P070103008,07,701,70103,398.0,299.0,瓶詰缶詰,農産乾物,乾燥豆類
1755,P070103009,07,701,70103,458.0,344.0,瓶詰缶詰,農産乾物,乾燥豆類
1756,P070103010,07,701,70103,518.0,389.0,瓶詰缶詰,農産乾物,乾燥豆類
1757,P070103011,07,701,70103,548.0,411.0,瓶詰缶詰,農産乾物,乾燥豆類
1758,P070104001,07,701,70104,45.0,34.0,瓶詰缶詰,農産乾物,その他農産乾物
1759,P070104002,07,701,70104,45.0,34.0,瓶詰缶詰,農産乾物,その他農産乾物
1760,P070104003,07,701,70104,45.0,34.0,瓶詰缶詰,農産乾物,その他農産乾物
1761,P070104004,07,701,70104,45.0,34.0,瓶詰缶詰,農産乾物,その他農産乾物
1762,P070104005,07,701,70104,45.0,34.0,瓶詰缶詰,農産乾物,その他農産乾物
1763,P070104006,07,701,70104,48.0,36.0,瓶詰缶詰,農産乾物,その他農産乾物
1764,P070104007,07,701,70104,48.0,36.0,瓶詰缶詰,農産乾物,その他農産乾物
1765,P070104008,07,701,70104,58.0,44.0,瓶詰缶詰,農産乾物,その他農産乾物
1766,P070104009,07,701,70104,65.0,49.0,瓶詰缶詰,農産乾物,その他農産乾物
1767,P070104010,07,701,70104,70.0,53.0,瓶詰缶詰,農産乾物,その他農産乾物
1768,P070104011,07,701,70104,78.0,59.0,瓶詰缶詰,農産乾物,その他農産乾物
1769,P070104012,07,701,70104,78.0,59.0,瓶詰缶詰,農産乾物,その他農産乾物
1770,P070104013,07,701,70104,78.0,59.0,瓶詰缶詰,農産乾物,その他農産乾物
1771,P070104014,07,701,70104,85.0,64.0,瓶詰缶詰,農産乾物,その他農産乾物
1772,P070104015,07,701,70104,85.0,64.0,瓶詰缶詰,農産乾物,その他農産乾物
1773,P070104016,07,701,70104,90.0,68.0,瓶詰缶詰,農産乾物,その他農産乾物
1774,P070104017,07,701,70104,93.0,70.0,瓶詰缶詰,農産乾物,その他農産乾物
1775,P070104018,07,701,70104,93.0,70.0,瓶詰缶詰,農産乾物,その他農産乾物
1776,P070104019,07,701,70104,95.0,71.0,瓶詰缶詰,農産乾物,その他農産乾物
1777,P070104020,07,701,70104,95.0,71.0,瓶詰缶詰,農産乾物,その他農産乾物
1778,P070104021,07,701,70104,95.0,71.0,瓶詰缶詰,農産乾物,その他農産乾物
1779,P070104022,07,701,70104,95.0,71.0,瓶詰缶詰,農産乾物,その他農産乾物
1780,P070104023,07,701,70104,98.0,74.0,瓶詰缶詰,農産乾物,その他農産乾物
1781,P070104024,07,701,70104,105.0,79.0,瓶詰缶詰,農産乾物,その他農産乾物
1782,P070104025,07,701,70104,108.0,81.0,瓶詰缶詰,農産乾物,その他農産乾物
1783,P070104026,07,701,70104,108.0,81.0,瓶詰缶詰,農産乾物,その他農産乾物
1784,P070104027,07,701,70104,108.0,81.0,瓶詰缶詰,農産乾物,その他農産乾物
1785,P070104028,07,701,70104,115.0,86.0,瓶詰缶詰,農産乾物,その他農産乾物
1786,P070104029,07,701,70104,115.0,86.0,瓶詰缶詰,農産乾物,その他農産乾物
1787,P070104030,07,701,70104,118.0,89.0,瓶詰缶詰,農産乾物,その他農産乾物
1788,P070104031,07,701,70104,118.0,89.0,瓶詰缶詰,農産乾物,その他農産乾物
1789,P070104032,07,701,70104,118.0,89.0,瓶詰缶詰,農産乾物,その他農産乾物
1790,P070104033,07,701,70104,125.0,94.0,瓶詰缶詰,農産乾物,その他農産乾物
1791,P070104034,07,701,70104,125.0,94.0,瓶詰缶詰,農産乾物,その他農産乾物
1792,P070104035,07,701,70104,128.0,96.0,瓶詰缶詰,農産乾物,その他農産乾物
1793,P070104036,07,701,70104,128.0,96.0,瓶詰缶詰,農産乾物,その他農産乾物
1794,P070104037,07,701,70104,128.0,96.0,瓶詰缶詰,農産乾物,その他農産乾物
1795,P070104038,07,701,70104,128.0,96.0,瓶詰缶詰,農産乾物,その他農産乾物
1796,P070104039,07,701,70104,128.0,96.0,瓶詰缶詰,農産乾物,その他農産乾物
1797,P070104040,07,701,70104,128.0,96.0,瓶詰缶詰,農産乾物,その他農産乾物
1798,P070104041,07,701,70104,128.0,96.0,瓶詰缶詰,農産乾物,その他農産乾物
1799,P070104042,07,701,70104,128.0,96.0,瓶詰缶詰,農産乾物,その他農産乾物
1800,P070104043,07,701,70104,128.0,96.0,瓶詰缶詰,農産乾物,その他農産乾物
1801,P070104044,07,701,70104,130.0,98.0,瓶詰缶詰,農産乾物,その他農産乾物
1802,P070104045,07,701,70104,138.0,104.0,瓶詰缶詰,農産乾物,その他農産乾物
1803,P070104046,07,701,70104,138.0,104.0,瓶詰缶詰,農産乾物,その他農産乾物
1804,P070104047,07,701,70104,138.0,104.0,瓶詰缶詰,農産乾物,その他農産乾物
